Tỉnh Cũ,Huyện Cũ,Xã Cũ,Tỉnh Mới,Huyện Mới,Xã Mới,Nghị Quyết,Ngày Hiệu Lực
Hải Dương,Tứ Kỳ,Đại Hợp,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Quảng Nghiệp,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,An Thanh,Hải Phòng,,Xã Phan Thanh,,
Hải Dương,Tứ Kỳ,Minh Đức,Hải Phòng,,Xã Minh Đức,,
Hải Dương,Tứ Kỳ,Văn Tố,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Quang Trung,Hải Phòng,,Xã Quang Trung,,
Hải Dương,Tứ Kỳ,Phượng Kỳ,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Cộng Lạc,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Tiên Động,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Nguyên Giáp,Hải Phòng,,Xã Nguyên Giáp,,
Hải Dương,Tứ Kỳ,Hà Kỳ,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Hà Thanh,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Thị trấn Ninh Giang,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Ứng Hoè,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Nghĩa An,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Hồng Đức,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,An Đức,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Vạn Phúc,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Tân Hương,Hải Phòng,,Xã Tân Hương,,
Hải Dương,Ninh Giang,Vĩnh Hòa,Hải Phòng,,Xã Vĩnh Hòa,,
Hải Dương,Ninh Giang,Đông Xuyên,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Tân Phong,Hải Phòng,,Xã Tân Phong,,
Hải Dương,Ninh Giang,Ninh Hải,Hải Phòng,,Xã Ninh Hải,,
Hải Dương,Ninh Giang,Đồng Tâm,Hải Phòng,,Xã Đồng Tâm,,
Hải Dương,Ninh Giang,Tân Quang,Hải Phòng,,Xã Tân Quang,,
Hải Dương,Ninh Giang,Kiến Quốc,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Hồng Dụ,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Văn Hội,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Hồng Phong,Hải Phòng,,Xã Hồng Phong,,
Hải Dương,Ninh Giang,Hiệp Lực,Hải Phòng,,Xã Hiệp Lực,,
Hải Dương,Ninh Giang,Hồng Phúc,Hải Phòng,,#N/A,,
Hải Dương,Ninh Giang,Hưng Long,Hải Phòng,,Xã Hưng Long,,
Hải Dương,Thanh Miện,Thị trấn Thanh Miện,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Thanh Tùng,Hải Phòng,,Xã Thanh Tùng,,
Hải Dương,Thanh Miện,Phạm Kha,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Ngô Quyền,Hải Phòng,,Phường Ngô Quyền,,
Hải Dương,Thanh Miện,Đoàn Tùng,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Hồng Quang,Hải Phòng,,Xã Hồng Quang,,
Hải Dương,Thanh Miện,Tân Trào,Hải Phòng,,Xã Tân Trào,,
Hải Dương,Thanh Miện,Lam Sơn,Hải Phòng,,Xã Lam Sơn,,
Hải Dương,Thanh Miện,Đoàn Kết,Hải Phòng,,Xã Đoàn Kết,,
Hải Dương,Thanh Miện,Lê Hồng,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Tứ Cường,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Ngũ Hùng,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Cao Thắng,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Chi Lăng Bắc,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Chi Lăng Nam,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Thanh Giang,Hải Phòng,,#N/A,,
Hải Dương,Thanh Miện,Hồng Phong,Hải Phòng,,Xã Hồng Phong,,
Hải Phòng,Hồng Bàng,Quán Toan,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Hùng Vương,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Sở Dầu,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Thượng Lý,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Hạ Lý,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Minh Khai,Hải Phòng,,Xã Minh Khai,,
Hải Phòng,Hồng Bàng,Trại Chuối,Hải Phòng,,#N/A,,
Hải Phòng,Hồng Bàng,Hoàng Văn Thụ,Hải Phòng,,Xã Hoàng Văn Thụ,,
Hải Phòng,Hồng Bàng,Phan Bội Châu,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Máy Chai,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Máy Tơ,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Vạn Mỹ,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Cầu Tre,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Lạc Viên,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Gia Viên,Hải Phòng,,Phường Gia Viên,,
Hải Phòng,Ngô Quyền,Đông Khê,Hải Phòng,,Xã Đông Khê,,
Hải Phòng,Ngô Quyền,Cầu Đất,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Lê Lợi,Hải Phòng,,Xã Lê Lợi,,
Hải Phòng,Ngô Quyền,Đằng Giang,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Lạch Tray,Hải Phòng,,#N/A,,
Hải Phòng,Ngô Quyền,Đổng Quốc Bình,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Cát Dài,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,An Biên,Hải Phòng,,Xã An Biên,,
Hải Phòng,Lê Chân,Lam Sơn,Hải Phòng,,Xã Lam Sơn,,
Hải Phòng,Lê Chân,An Dương,Hải Phòng,,Phường An Dương,,
Hải Phòng,Lê Chân,Trần Nguyên Hãn,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Hồ Nam,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Trại Cau,Hải Phòng,,Phường Trại Cau,,
Hải Phòng,Lê Chân,Dư Hàng,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Hàng Kênh,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Đông Hải,Hải Phòng,,Xã Đông Hải,,
Hải Phòng,Lê Chân,Niệm Nghĩa,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Nghĩa Xá,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Dư Hàng Kênh,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Kênh Dương,Hải Phòng,,#N/A,,
Hải Phòng,Lê Chân,Vĩnh Niệm,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Đông Hải 1,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Đông Hải 2,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Đằng Lâm,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Thành Tô,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Đằng Hải,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Nam Hải,Hải Phòng,,Xã Nam Hải Lăng,,
Hải Phòng,Hải An,Cát Bi,Hải Phòng,,#N/A,,
Hải Phòng,Hải An,Tràng Cát,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Quán Trữ,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Lãm Hà,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Đồng Hoà,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Bắc Sơn,Hải Phòng,,Xã Bắc Sơn,,
Hải Phòng,Kiến An,Nam Sơn,Hải Phòng,,Phường Nam Sơn,,
Hải Phòng,Kiến An,Ngọc Sơn,Hải Phòng,,Xã Ngọc Sơn,,
Hải Phòng,Kiến An,Trần Thành Ngọ,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Văn Đẩu,Hải Phòng,,#N/A,,
Hải Phòng,Kiến An,Phù Liễn,Hải Phòng,,Phường Phù Liễn,,
Hải Phòng,Kiến An,Tràng Minh,Hải Phòng,,#N/A,,
Hải Phòng,Đồ Sơn,Ngọc Xuyên,Hải Phòng,,#N/A,,
Hải Phòng,Đồ Sơn,Hải Sơn,Hải Phòng,,Xã Hải Sơn,,
Hải Phòng,Đồ Sơn,Vạn Hương,Hải Phòng,,#N/A,,
Hải Phòng,Đồ Sơn,Minh Đức,Hải Phòng,,Xã Minh Đức,,
Hải Phòng,Đồ Sơn,Bàng La,Hải Phòng,,#N/A,,
Hải Phòng,Đồ Sơn,Hợp Đức,Hải Phòng,,#N/A,,
Hải Phòng,Dương Kinh,Đa Phúc,Hải Phòng,,Xã Đa Phúc,,
Hải Phòng,Dương Kinh,Hưng Đạo,Hải Phòng,,Xã Hưng Đạo,,
Hải Phòng,Dương Kinh,Anh Dũng,Hải Phòng,,Xã Anh Dũng,,
Hải Phòng,Dương Kinh,Hải Thành,Hải Phòng,,#N/A,,
Hải Phòng,Dương Kinh,Hoà Nghĩa,Hải Phòng,,#N/A,,
Hải Phòng,Dương Kinh,Tân Thành,Hải Phòng,,Xã Tân Thành,,
Hải Phòng,Thuỷ Nguyên,Thị trấn Núi Đèo,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Thị trấn Minh Đức,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Lại Xuân,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,An Sơn,Hải Phòng,,Xã Quan Sơn,,
Hải Phòng,Thuỷ Nguyên,Kỳ Sơn,Hải Phòng,,Xã Kỳ Sơn,,
Hải Phòng,Thuỷ Nguyên,Liên Khê,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Lưu Kiếm,Hải Phòng,,Phường Lưu Kiếm,,
Hải Phòng,Thuỷ Nguyên,Lưu Kỳ,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Gia Minh,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Gia Đức,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Minh Tân,Hải Phòng,,Xã Minh Tân,,
Hải Phòng,Thuỷ Nguyên,Phù Ninh,Hải Phòng,,Xã Phù Ninh,,
Hải Phòng,Thuỷ Nguyên,Quảng Thanh,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Chính Mỹ,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Kênh Giang,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Hợp Thành,Hải Phòng,,Xã Hợp Thành,,
Hải Phòng,Thuỷ Nguyên,Cao Nhân,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Mỹ Đồng,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Đông Sơn,Hải Phòng,,Xã Đông Sơn,,
Hải Phòng,Thuỷ Nguyên,Hoà Bình,Hải Phòng,,Xã Hoà Bình,,
Hải Phòng,Thuỷ Nguyên,Trung Hà,Hải Phòng,,Phường Trung Hà,,
Hải Phòng,Thuỷ Nguyên,An Lư,Hải Phòng,,Xã An Lương,,
Hải Phòng,Thuỷ Nguyên,Thuỷ Triều,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Ngũ Lão,Hải Phòng,,Xã Phạm Ngũ Lão,,
Hải Phòng,Thuỷ Nguyên,Phục Lễ,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Tam Hưng,Hải Phòng,,Xã Tam Hưng,,
Hải Phòng,Thuỷ Nguyên,Phả Lễ,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Lập Lễ,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Kiền Bái,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Thiên Hương,Hải Phòng,,Phường Thiên Hương,,
Hải Phòng,Thuỷ Nguyên,Thuỷ Sơn,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Thuỷ Đường,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Hoàng Động,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Lâm Động,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Hoa Động,Hải Phòng,,#N/A,,
Hải Phòng,Thuỷ Nguyên,Tân Dương,Hải Phòng,,Xã Tân Dương,,
Hải Phòng,Thuỷ Nguyên,Dương Quan,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Thị trấn An Dương,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Lê Thiện,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Đại Bản,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,An Hoà,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Hồng Phong,Hải Phòng,,Xã Hồng Phong,,
Hải Phòng,An Dương,Tân Tiến,Hải Phòng,,Phường Tân Tiến,,
Hải Phòng,An Dương,An Hưng,Hải Phòng,,Xã Mỹ An Hưng,,
Hải Phòng,An Dương,An Hồng,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Bắc Sơn,Hải Phòng,,Xã Bắc Sơn,,
Hải Phòng,An Dương,Nam Sơn,Hải Phòng,,Phường Nam Sơn,,
Hải Phòng,An Dương,Lê Lợi,Hải Phòng,,Xã Lê Lợi,,
Hải Phòng,An Dương,Đặng Cương,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Đồng Thái,Hải Phòng,,Xã Đồng Thái,,
Hải Phòng,An Dương,Quốc Tuấn,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,An Đồng,Hải Phòng,,#N/A,,
Hải Phòng,An Dương,Hồng Thái,Hải Phòng,,Xã Hồng Thái,,
Hải Phòng,An Lão,Thị trấn An Lão,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Bát Trang,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Trường Thọ,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Trường Thành,Hải Phòng,,Xã Trường Thành,,
Hải Phòng,An Lão,An Tiến,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Quang Hưng,Hải Phòng,,Xã Quang Hưng,,
Hải Phòng,An Lão,Quang Trung,Hải Phòng,,Xã Quang Trung,,
Hải Phòng,An Lão,Quốc Tuấn,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,An Thắng,Hải Phòng,,Phường An Thắng,,
Hải Phòng,An Lão,Thị trấn Trường Sơn,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Tân Dân,Hải Phòng,,Phường Tân Dân,,
Hải Phòng,An Lão,Thái Sơn,Hải Phòng,,Xã Thái Sơn,,
Hải Phòng,An Lão,Tân Viên,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,Mỹ Đức,Hải Phòng,,Xã Mỹ Đức,,
Hải Phòng,An Lão,Chiến Thắng,Hải Phòng,,Xã Chiến Thắng,,
Hải Phòng,An Lão,An Thọ,Hải Phòng,,#N/A,,
Hải Phòng,An Lão,An Thái,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Thị trấn Núi Đối,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Đông Phương,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Thuận Thiên,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Hữu Bằng,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Đại Đồng,Hải Phòng,,Xã Đại Đồng,,
Hải Phòng,Kiến Thuỵ,Ngũ Phúc,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Kiến Quốc,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Du Lễ,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Thuỵ Hương,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Thanh Sơn,Hải Phòng,,Phường Thanh Sơn,,
Hải Phòng,Kiến Thuỵ,Minh Tân,Hải Phòng,,Xã Minh Tân,,
Hải Phòng,Kiến Thuỵ,Đại Hà,Hải Phòng,,Phường Lê Đại Hành,,
Hải Phòng,Kiến Thuỵ,Ngũ Đoan,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Tân Phong,Hải Phòng,,Xã Tân Phong,,
Hải Phòng,Kiến Thuỵ,Tân Trào,Hải Phòng,,Xã Tân Trào,,
Hải Phòng,Kiến Thuỵ,Đoàn Xá,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Tú Sơn,Hải Phòng,,#N/A,,
Hải Phòng,Kiến Thuỵ,Đại Hợp,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Thị trấn Tiên Lãng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Đại Thắng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Tiên Cường,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Tự Cường,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Quyết Tiến,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Khởi Nghĩa,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Tiên Thanh,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Cấp Tiến,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Kiến Thiết,Hải Phòng,,Phường Kiến Thiết,,
Hải Phòng,Tiên Lãng,Đoàn Lập,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Bạch Đằng,Hải Phòng,,Xã Bạch Đằng,,
Hải Phòng,Tiên Lãng,Quang Phục,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Toàn Thắng,Hải Phòng,,Xã Toàn Thắng,,
Hải Phòng,Tiên Lãng,Tiên Thắng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Tiên Minh,Hải Phòng,,Xã Tiên Minh,,
Hải Phòng,Tiên Lãng,Bắc Hưng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Nam Hưng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Hùng Thắng,Hải Phòng,,Xã Hùng Thắng,,
Hải Phòng,Tiên Lãng,Tây Hưng,Hải Phòng,,#N/A,,
Hải Phòng,Tiên Lãng,Đông Hưng,Hải Phòng,,Xã Đông Hưng,,
Hải Phòng,Tiên Lãng,Vinh Quang,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Thị trấn Vĩnh Bảo,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Dũng Tiến,Hải Phòng,,Xã Dũng Tiến,,
Hải Phòng,Vĩnh Bảo,Giang Biên,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Thắng Thuỷ,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Trung Lập,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Việt Tiến,Hải Phòng,,Xã Việt Tiến,,
Hải Phòng,Vĩnh Bảo,Vĩnh An,Hải Phòng,,Xã Vĩnh An,,
Hải Phòng,Vĩnh Bảo,Vĩnh Long,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Hiệp Hoà,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Hùng Tiến,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,An Hoà,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Tân Hưng,Hải Phòng,,Xã Tân Hưng,,
Hải Phòng,Vĩnh Bảo,Tân Liên,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Nhân Hoà,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Tam Đa,Hải Phòng,,Xã Tam Đa,,
Hải Phòng,Vĩnh Bảo,Hưng Nhân,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Vinh Quang,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Đồng Minh,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Thanh Lương,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Liên Am,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Lý Học,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Tam Cường,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Hoà Bình,Hải Phòng,,Xã Hoà Bình,,
Hải Phòng,Vĩnh Bảo,Tiền Phong,Hải Phòng,,Phường Tiền Phong,,
Hải Phòng,Vĩnh Bảo,Vĩnh Phong,Hải Phòng,,Xã Vĩnh Phong,,
Hải Phòng,Vĩnh Bảo,Cộng Hiền,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Cao Minh,Hải Phòng,,Xã Cao Minh,,
Hải Phòng,Vĩnh Bảo,Cổ Am,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Vĩnh Tiến,Hải Phòng,,#N/A,,
Hải Phòng,Vĩnh Bảo,Trấn Dương,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Thị trấn Cát Bà,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Thị trấn Cát Hải,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Nghĩa Lộ,Hải Phòng,,Xã Nghĩa Lộ,,
Hải Phòng,Cát Hải,Đồng Bài,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Hoàng Châu,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Văn Phong,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Phù Long,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Gia Luận,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Hiền Hào,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Trân Châu,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Việt Hải,Hải Phòng,,#N/A,,
Hải Phòng,Cát Hải,Xuân Đám,Hải Phòng,,#N/A,,
Hải Phòng,Bạch Long Vĩ,,Hải Phòng,,Xã An Biên,,
Hưng Yên,Hưng Yên,Lam Sơn,Hưng Yên,,Xã Lam Sơn,,
Hưng Yên,Hưng Yên,Hiến Nam,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,An Tảo,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Lê Lợi,Hưng Yên,,Xã Lê Lợi,,
Hưng Yên,Hưng Yên,Minh Khai,Hưng Yên,,Xã Minh Khai,,
Hưng Yên,Hưng Yên,Quang Trung,Hưng Yên,,Xã Quang Trung,,
Hưng Yên,Hưng Yên,Hồng Châu,Hưng Yên,,Xã Hồng Châu,,
Hưng Yên,Hưng Yên,Trung Nghĩa,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Liên Phương,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Hồng Nam,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Quảng Châu,Hưng Yên,,Xã Quảng Châu,,
Hưng Yên,Hưng Yên,Bảo Khê,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Phú Cường,Hưng Yên,,Xã Phú Cường,,
Hưng Yên,Hưng Yên,Hùng Cường,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Phương Chiểu,Hưng Yên,,#N/A,,
Hưng Yên,Hưng Yên,Tân Hưng,Hưng Yên,,Xã Tân Hưng,,
Hưng Yên,Hưng Yên,Hoàng Hanh,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Thị trấn Như Quỳnh,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Lạc Đạo,Hưng Yên,,Xã Lạc Đạo,,
Hưng Yên,Văn Lâm,Chỉ Đạo,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Đại Đồng,Hưng Yên,,Xã Đại Đồng,,
Hưng Yên,Văn Lâm,Việt Hưng,Hưng Yên,,Phường Việt Hưng,,
Hưng Yên,Văn Lâm,Tân Quang,Hưng Yên,,Xã Tân Quang,,
Hưng Yên,Văn Lâm,Đình Dù,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Minh Hải,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Lương Tài,Hưng Yên,,Xã Lương Tài,,
Hưng Yên,Văn Lâm,Trưng Trắc,Hưng Yên,,#N/A,,
Hưng Yên,Văn Lâm,Lạc Hồng,Hưng Yên,,#N/A,,
Hưng Yên,Văn Giang,Thị trấn Văn Giang,Hưng Yên,,#N/A,,
Hưng Yên,Văn Giang,Xuân Quan,Hưng Yên,,Xã Xuân Quang,,
Hưng Yên,Văn Giang,Cửu Cao,Hưng Yên,,#N/A,,
Hưng Yên,Văn Giang,Phụng Công,Hưng Yên,,Xã Phụng Công,,
Hưng Yên,Văn Giang,Nghĩa Trụ,Hưng Yên,,Xã Nghĩa Trụ,,
Hưng Yên,Văn Giang,Long Hưng,Hưng Yên,,Xã Long Hưng,,
Hưng Yên,Văn Giang,Vĩnh Khúc,Hưng Yên,,#N/A,,
Hưng Yên,Văn Giang,Liên Nghĩa,Hưng Yên,,#N/A,,
Hưng Yên,Văn Giang,Tân Tiến,Hưng Yên,,Phường Tân Tiến,,
Hưng Yên,Văn Giang,Thắng Lợi,Hưng Yên,,Xã Thắng Lợi,,
Hưng Yên,Văn Giang,Mễ Sở,Hưng Yên,,Xã Mễ Sở,,
Hưng Yên,Yên Mỹ,Thị trấn Yên Mỹ,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Giai Phạm,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Nghĩa Hiệp,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Đồng Than,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Ngọc Long,Hưng Yên,,Phường Ngọc Long,,
Hưng Yên,Yên Mỹ,Liêu Xá,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Hoàn Long,Hưng Yên,,Xã Hoàn Long,,
Hưng Yên,Yên Mỹ,Tân Lập,Hưng Yên,,Phường Tân Lập,,
Hưng Yên,Yên Mỹ,Thanh Long,Hưng Yên,,Xã Thanh Long,,
Hưng Yên,Yên Mỹ,Yên Phú,Hưng Yên,,Xã Yên Phúc,,
Hưng Yên,Yên Mỹ,Việt Cường,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Trung Hòa,Hưng Yên,,#N/A,,
Hưng Yên,Yên Mỹ,Yên Hòa,Hưng Yên,,Phường Yên Hòa,,
Hưng Yên,Yên Mỹ,Minh Châu,Hưng Yên,,Xã Minh Châu,,
Hưng Yên,Yên Mỹ,Trung Hưng,Hưng Yên,,Xã Trung Hưng,,
Hưng Yên,Yên Mỹ,Lý Thường Kiệt,Hưng Yên,,Xã Lý Thường Kiệt,,
